id_cliente;abandono_cliente;genero;jubilado;pareja;dependientes;meses_antiguedad;servicio_telefono;ad.multiples_lineas;servicio_internet;ad.seguridad_online;ad.respaldo_online;ad.proteccion_dispositivo;ad.soporte_tecnico;tv.streaming;peliculas.streaming;contrato;factura_digital;metodo_pago;cargo.diario;cargo.mensual;cargo.total
2266-FUBDZ;No;Masculino;False;Si;Si;15;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.64;19.35;278.85
2266-SJNAT;No;Femenino;False;Si;No;72;Si;Si;Fibra óptica;No;Si;Si;Si;Si;Si;Un año;No;Tarjeta de crédito (automática);3.59;109.15;7789.6
2267-FPIMA;No;Masculino;False;Si;No;50;Si;Si;Fibra óptica;Si;Si;No;No;No;Si;Mes a mes;Si;Tarjeta de crédito (automática);3.1;94.4;4914.9
2267-WTPYD;No;Femenino;True;Si;No;57;Si;Si;Fibra óptica;No;Si;Si;No;No;Si;Mes a mes;No;Tarjeta de crédito (automática);3.09;94.0;5438.95
2270-CHBFN;No;Femenino;False;Si;No;44;Si;Si;Fibra óptica;Si;Si;Si;Si;No;No;Mes a mes;Si;Tarjeta de crédito (automática);3.13;95.1;4060.55
2272-JKMSI;No;Femenino;False;Si;Si;62;Si;Si;Fibra óptica;No;Si;Si;Si;Si;Si;Un año;Si;Cheque electrónico;3.64;110.8;6840.95
2272-QAGFO;Si;Femenino;True;No;No;14;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.44;74.3;1096.25
2272-UOINI;No;Femenino;False;No;No;7;Si;No;DSL;Si;Si;No;Si;Si;Si;Mes a mes;Si;Cheque electrónico;2.58;78.5;571.05
2272-WUSPA;No;Femenino;False;Si;No;72;Si;Si;Fibra óptica;Si;Si;Si;No;Si;Si;Dos años;Si;Cheque electrónico;3.64;110.75;7751.7
2273-QCKXA;No;Masculino;False;No;No;1;Si;No;DSL;No;No;No;Si;No;No;Mes a mes;No;Cheque por correo;1.6099999999999999;49.05;49.05
2274-XUATA;No;Masculino;True;Si;No;72;No;Sin servicio telefónico;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);2.07;63.1;4685.55
2275-RBYQS;No;Femenino;False;No;No;1;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque por correo;1.49;45.4;45.4
2276-YDAVZ;Si;Femenino;False;No;No;3;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2.47;75.1;270.7
2277-AXSDC;No;Femenino;False;No;No;32;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);0.65;19.75;624.15
2277-BKJKN;No;Femenino;True;Si;No;71;Si;No;Fibra óptica;No;Si;Si;No;Si;Si;Dos años;Si;Cheque electrónico;3.26;99.2;7213.75
2277-DJJDL;No;Masculino;True;Si;No;60;Si;Si;Fibra óptica;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electrónico;3.25;99.0;6017.9
2277-VWCNI;No;Femenino;True;No;No;4;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;1.6;48.75;179.85
2279-AXJJK;No;Masculino;False;Si;No;52;Si;Si;Fibra óptica;No;Si;No;Si;No;Si;Mes a mes;Si;Tarjeta de crédito (automática);3.14;95.65;5088.4
2282-YGNOR;No;Femenino;False;No;No;29;Si;No;DSL;Si;No;Si;Si;No;No;Un año;No;Tarjeta de crédito (automática);1.9100000000000001;58.0;1734.5
2284-VFLKH;No;Masculino;False;Si;No;49;Si;No;Fibra óptica;No;No;Si;Si;Si;Si;Un año;Si;Tarjeta de crédito (automática);3.26;99.25;4920.8
2292-XQWSV;No;Masculino;False;Si;Si;40;No;Sin servicio telefónico;DSL;No;Si;Si;Si;Si;Si;Un año;No;Cheque por correo;1.98;60.3;2448.5
2293-IJWPS;No;Femenino;False;Si;No;57;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Un año;Si;Tarjeta de crédito (automática);3.31;100.75;5985.0
2294-DMMUS;No;Femenino;False;Si;Si;62;Si;Si;DSL;No;No;No;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);2.32;70.45;4300.45
2294-SALNE;No;Masculino;False;Si;Si;23;Si;No;Fibra óptica;No;Si;Si;Si;No;No;Un año;No;Cheque por correo;2.85;86.8;1940.8
2296-DKZFP;No;Femenino;False;Si;No;65;Si;No;DSL;Si;Si;Si;No;No;Si;Dos años;No;Transferencia bancaria (automática);2.33;71.0;4386.2
2300-RQGOI;No;Femenino;False;No;No;38;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.66;20.05;741.5
2302-ANTDP;Si;Femenino;True;Si;No;48;Si;Si;Fibra óptica;Si;Si;Si;Si;Si;Si;Mes a mes;No;Cheque electrónico;3.86;117.45;5438.9
2302-OUZXB;No;Masculino;False;Si;No;72;Si;Si;DSL;No;Si;Si;No;Si;Si;Dos años;No;Transferencia bancaria (automática);2.7;82.15;5784.3
2303-PJYHN;No;Femenino;False;Si;No;2;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Transferencia bancaria (automática);0.65;19.85;52.0
2305-MRGLV;No;Masculino;False;Si;No;28;Si;No;Fibra óptica;No;No;No;Si;No;No;Mes a mes;No;Transferencia bancaria (automática);2.52;76.55;2065.4
2307-FYNNL;No;Masculino;True;No;No;65;Si;Si;Fibra óptica;Si;No;Si;Si;Si;Si;Dos años;Si;Cheque electrónico;3.59;109.05;7108.2
2308-STERM;No;Femenino;False;No;No;2;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.64;19.4;61.05
2309-OSFEU;Si;Masculino;False;No;No;10;No;Sin servicio telefónico;DSL;No;No;No;No;No;Si;Mes a mes;Si;Cheque por correo;1.11;33.9;298.45
2311-QYMUQ;Si;Femenino;False;Si;Si;16;Si;No;Fibra óptica;No;Si;Si;No;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);2.94;89.45;1430.25
2314-TNDJQ;No;Femenino;False;Si;Si;72;No;Sin servicio telefónico;DSL;Si;Si;Si;Si;No;Si;Dos años;No;Tarjeta de crédito (automática);1.83;55.65;3880.05
2316-ESMLS;No;Femenino;False;Si;Si;12;No;Sin servicio telefónico;DSL;Si;No;No;Si;No;No;Un año;No;Tarjeta de crédito (automática);1.09;33.15;444.75
2320-JRSDE;Si;Femenino;False;Si;Si;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque electrónico;0.65;19.9;19.9
2320-SLKMB;No;Femenino;False;No;No;26;No;Sin servicio telefónico;DSL;No;No;Si;Si;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);1.46;44.45;1183.8
2320-TZRRH;No;Femenino;False;No;No;20;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.64;19.5;403.15
2320-YKQBO;No;Femenino;False;No;No;7;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.63;19.3;144.95
2321-OMBXY;Si;Femenino;False;Si;Si;38;Si;No;DSL;Si;Si;No;Si;Si;Si;Un año;No;Tarjeta de crédito (automática);2.64;80.3;3058.65
2322-VCZHZ;No;Masculino;True;Si;No;23;Si;No;Fibra óptica;Si;Si;No;No;No;Si;Mes a mes;Si;Cheque electrónico;2.96;90.0;2024.1
2323-ARSVR;No;Masculino;False;Si;No;67;Si;No;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;Si;Cheque electrónico;3.65;111.05;7321.05
2324-AALNO;No;Femenino;False;No;No;48;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);0.81;24.55;1203.95
2324-EFHVG;No;Masculino;False;No;No;64;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Dos años;Si;Transferencia bancaria (automática);3.43;104.4;6692.65
2325-NBPZG;No;Femenino;False;No;No;3;Si;No;Fibra óptica;Si;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.45;74.55;233.65
2325-WINES;No;Femenino;False;No;No;32;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Un año;Si;Tarjeta de crédito (automática);3.42;104.05;3416.85
2325-ZUSFD;Si;Femenino;False;Si;Si;57;Si;No;DSL;Si;No;No;No;Si;Si;Un año;Si;Transferencia bancaria (automática);2.3;70.1;3913.3
2330-PQGDQ;No;Masculino;False;Si;Si;51;Si;Si;Fibra óptica;No;Si;No;Si;No;No;Un año;No;Transferencia bancaria (automática);2.77;84.2;4299.75
2332-EFBJY;Si;Masculino;False;No;No;16;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque por correo;0.65;19.7;342.4
2332-TODQS;No;Femenino;False;No;No;48;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Tarjeta de crédito (automática);0.8200000000000001;25.05;1171.5
2333-KWEWW;No;Masculino;False;No;No;18;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.66;20.05;388.6
2335-GSODA;No;Masculino;False;No;Si;23;No;Sin servicio telefónico;DSL;Si;No;Si;Si;No;No;Dos años;No;Cheque por correo;1.32;40.1;857.75
2338-BQEZT;No;Femenino;False;No;No;55;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);1.6600000000000001;50.55;2832.75
2342-CKIAO;No;Femenino;False;No;No;2;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.67;20.3;41.2
2344-JMOGN;Si;Masculino;False;Si;No;9;Si;No;Fibra óptica;No;Si;Si;Si;Si;No;Mes a mes;Si;Cheque por correo;3.12;94.85;890.6
2346-CZYIL;No;Masculino;False;No;No;27;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.67;20.35;531.6
2346-DJQTB;No;Femenino;False;No;No;35;No;Sin servicio telefónico;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;0.79;24.15;812.5
2346-LOCWC;No;Femenino;False;Si;Si;58;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.67;20.5;1191.4
2347-WKKAE;No;Masculino;False;Si;No;42;Si;Si;Fibra óptica;Si;No;Si;No;No;Si;Mes a mes;Si;Cheque electrónico;3.1;94.4;4014.6
2348-KCJLT;No;Femenino;False;Si;No;44;Si;No;DSL;Si;Si;Si;No;No;No;Un año;Si;Cheque por correo;2.02;61.5;2722.2
2351-BKRZW;No;Femenino;False;Si;Si;43;Si;No;DSL;Si;No;Si;No;Si;Si;Dos años;No;Transferencia bancaria (automática);2.47;75.2;3254.35
2351-RRBUE;No;Femenino;False;Si;Si;7;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.68;20.65;134.05
2353-VPYNS;Si;Masculino;True;No;No;1;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.42;73.65;73.65
2357-COQEK;Si;Femenino;True;No;No;28;Si;Si;Fibra óptica;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electrónico;3.4;103.3;2890.65
2359-KLTEK;No;Femenino;False;Si;Si;41;Si;No;Fibra óptica;No;No;Si;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.12;94.9;3848.0
2359-KMGLI;Si;Masculino;False;No;No;24;Si;Si;Fibra óptica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.64;80.25;1861.5
2359-QWQUL;Si;Femenino;False;Si;No;39;Si;No;Fibra óptica;Si;No;Si;Si;Si;Si;Un año;Si;Tarjeta de crédito (automática);3.44;104.7;4134.85
2360-RDGRO;No;Masculino;False;Si;No;65;Si;Si;Fibra óptica;Si;No;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.43;104.25;6812.95
2361-FJWNO;No;Masculino;False;No;No;40;No;Sin servicio telefónico;DSL;No;Si;No;Si;No;No;Un año;No;Tarjeta de crédito (automática);1.18;36.0;1382.9
2361-UPSND;No;Femenino;False;Si;No;46;Si;No;DSL;Si;Si;No;Si;No;Si;Un año;No;Cheque por correo;2.32;70.6;3231.05
2362-IBOOY;Si;Masculino;False;No;No;36;Si;Si;Fibra óptica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electrónico;2.79;84.75;3050.15
2363-BJLSL;No;Masculino;False;No;No;62;Si;No;DSL;No;Si;Si;Si;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);2.64;80.4;4981.15
2364-UFROM;No;Masculino;False;No;No;30;Si;No;DSL;Si;Si;No;Si;Si;No;Un año;No;Cheque electrónico;2.31;70.4;2044.75
2368-GAKKQ;No;Femenino;False;No;No;70;Si;Si;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);3.74;113.65;7939.25
2369-FEVNO;No;Masculino;False;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque por correo;0.65;19.9;19.9
2369-UAPKZ;Si;Masculino;False;No;No;5;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Mes a mes;No;Cheque por correo;3.42;104.1;541.9
2371-JQHZZ;No;Masculino;False;Si;No;24;Si;Si;Fibra óptica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.06;93.0;2248.05
2371-JUNGC;No;Masculino;False;No;No;11;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.67;20.25;208.0
2371-KFUOG;No;Masculino;False;No;No;58;Si;No;Fibra óptica;Si;Si;No;No;Si;Si;Un año;No;Transferencia bancaria (automática);3.26;99.15;5720.95
2372-HWUHI;Si;Masculino;False;No;No;2;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;1.46;44.35;81.25
2373-NTKOD;No;Masculino;False;No;No;8;Si;No;DSL;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;2.18;66.25;546.45
2378-HTWFW;No;Masculino;True;No;No;35;Si;Si;Fibra óptica;Si;No;No;No;No;Si;Mes a mes;No;Tarjeta de crédito (automática);2.99;91.0;3180.5
2378-VTKDH;No;Masculino;True;Si;No;65;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.43;104.35;6578.55
2378-YIZKA;No;Femenino;False;Si;Si;68;Si;No;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);2.79;85.0;5607.75
2379-ENZGV;Si;Masculino;False;No;No;6;Si;No;Fibra óptica;No;Si;No;No;Si;No;Mes a mes;Si;Cheque electrónico;2.79;84.85;523.5
2379-GYFLQ;No;Masculino;False;No;No;46;Si;Si;Fibra óptica;No;Si;Si;No;Si;No;Un año;Si;Tarjeta de crédito (automática);3.12;94.9;4422.95
2380-DAMQP;No;Femenino;False;Si;No;72;Si;Si;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;No;Cheque electrónico;3.79;115.15;8349.7
2382-BCKQJ;Si;Femenino;False;No;Si;62;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Un año;Si;Cheque electrónico;3.29;100.15;6413.65
2384-OVPSA;No;Femenino;True;No;No;38;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.66;20.2;735.9
2386-LAHRK;Si;Masculino;False;No;No;1;Si;No;DSL;No;No;No;No;Si;No;Mes a mes;Si;Cheque por correo;1.76;53.5;53.5
2386-OWURY;No;Femenino;False;No;No;58;Si;No;Fibra óptica;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electrónico;3.13;95.3;5817.7
2387-KDZQY;No;Masculino;False;No;No;17;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Cheque por correo;0.66;20.1;279.5
2388-LAESQ;No;Femenino;True;Si;No;72;Si;Si;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);3.7800000000000002;114.85;8317.95
2391-IPLOP;No;Masculino;False;Si;Si;50;Si;Si;DSL;No;No;Si;Si;Si;No;Un año;Si;Cheque electrónico;2.29;69.65;3442.15
2391-SOORI;Si;Masculino;False;No;Si;4;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;No;Cheque electrónico;1.62;49.35;219.65
2393-DIVAI;No;Femenino;False;No;No;3;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque por correo;0.66;20.0;61.7
2397-BRLOM;Si;Masculino;True;Si;Si;8;Si;No;Fibra óptica;No;No;No;No;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);2.64;80.45;583.45
2398-YPMUR;Si;Femenino;True;Si;No;13;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.31;70.15;916.75
2400-FEQME;No;Masculino;False;Si;Si;55;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.67;20.5;1177.95
2400-XIWIO;No;Femenino;False;Si;No;71;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Cheque electrónico;2.96;90.1;6310.9
2402-TAIRZ;No;Femenino;False;No;No;37;Si;No;Fibra óptica;No;Si;Si;No;No;No;Un año;No;Cheque electrónico;2.63;80.05;3019.1
2403-BCASL;Si;Masculino;True;Si;Si;41;Si;Si;Fibra óptica;No;Si;Si;Si;Si;Si;Un año;Si;Cheque electrónico;3.68;111.95;4534.9
2404-JIBFC;No;Femenino;False;Si;Si;55;Si;Si;DSL;Si;No;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);2.8;85.1;4657.95
2405-LBMUW;No;Femenino;False;Si;Si;61;No;Sin servicio telefónico;DSL;Si;Si;No;Si;No;Si;Un año;Si;Transferencia bancaria (automática);1.67;50.7;3088.75
2408-PSJVE;No;Masculino;False;Si;Si;44;Si;No;DSL;No;Si;Si;Si;No;No;Mes a mes;Si;Cheque por correo;2.04;61.9;2924.05
2408-TZMJL;Si;Masculino;False;Si;No;59;Si;Si;Fibra óptica;Si;Si;Si;No;Si;Si;Un año;Si;Cheque electrónico;3.62;110.15;6448.05
2408-WITXK;Si;Femenino;True;No;No;10;No;Sin servicio telefónico;DSL;No;No;No;No;No;Si;Mes a mes;Si;Cheque electrónico;1.1400000000000001;34.7;329.8
2410-CIYFZ;No;Masculino;False;No;Si;2;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.67;20.4;42.9
2418-TPEUN;No;Femenino;False;Si;Si;56;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Tarjeta de crédito (automática);0.65;19.8;1119.9
2419-FSORS;No;Masculino;False;Si;No;72;Si;Si;Fibra óptica;No;Si;Si;Si;Si;Si;Dos años;Si;Cheque electrónico;3.56;108.4;7719.5
2424-GXJQO;Si;Femenino;False;No;No;3;Si;No;DSL;No;No;Si;No;Si;No;Mes a mes;No;Cheque electrónico;1.8900000000000001;57.55;161.45
2424-WVHPL;No;Masculino;True;No;No;1;Si;No;Fibra óptica;No;No;No;Si;No;No;Mes a mes;No;Cheque electrónico;2.46;74.7;74.7
2428-HYUNX;No;Masculino;True;Si;No;44;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Tarjeta de crédito (automática);0.64;19.35;847.25
2428-ZMCTB;No;Masculino;False;No;No;10;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Tarjeta de crédito (automática);0.65;19.75;208.25
2429-AYKKO;No;Masculino;False;No;No;72;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);0.65;19.85;1434.1
2430-RRYUW;No;Masculino;False;No;No;66;Si;No;DSL;Si;Si;No;No;No;No;Un año;Si;Cheque por correo;1.8;54.8;3465.7
2430-USGXP;Si;Masculino;False;Si;No;24;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.32;101.05;2391.8
2432-TFSMK;No;Masculino;False;No;No;18;Si;Si;Fibra óptica;No;No;Si;No;Si;No;Un año;Si;Tarjeta de crédito (automática);2.95;89.6;1633.0
2433-KMEAS;Si;Masculino;False;No;No;22;Si;Si;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;1.79;54.45;1127.35
2434-EEVDB;No;Femenino;False;Si;No;64;Si;Si;Fibra óptica;Si;No;Si;No;Si;No;Dos años;Si;Tarjeta de crédito (automática);3.11;94.6;5948.7
2436-QBZFP;No;Femenino;False;Si;Si;22;No;Sin servicio telefónico;DSL;No;Si;No;No;Si;No;Mes a mes;No;Cheque electrónico;1.29;39.2;849.9
2439-LYPMQ;No;Masculino;True;Si;No;38;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.37;102.6;4009.2
2439-QKJUL;No;Masculino;False;No;No;5;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.67;20.25;109.8
2446-BEGGB;Si;Femenino;True;No;No;6;Si;Si;Fibra óptica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.23;98.25;560.6
2446-PLQVO;Si;Masculino;False;No;No;1;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.31;70.3;70.3
2446-ZKVAF;No;Masculino;False;Si;No;18;Si;Si;DSL;No;Si;No;No;No;No;Mes a mes;No;Tarjeta de crédito (automática);1.87;56.8;1074.65
2450-ZKEED;No;Femenino;False;No;No;11;Si;No;DSL;No;No;Si;Si;No;No;Un año;No;Transferencia bancaria (automática);1.77;53.8;651.55
2451-YMUXS;No;Masculino;True;No;No;67;Si;Si;DSL;Si;Si;No;Si;No;No;Dos años;Si;Transferencia bancaria (automática);2.12;64.55;4250.1
2452-KDRRH;No;Masculino;True;No;No;67;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);3.33;101.4;6841.05
2452-MRMZF;No;Femenino;True;Si;No;72;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Tarjeta de crédito (automática);0.84;25.7;1937.4
2452-SNHFZ;No;Femenino;False;No;No;47;Si;No;Fibra óptica;Si;No;No;No;No;No;Mes a mes;No;Tarjeta de crédito (automática);2.48;75.45;3545.1
2453-SAFNS;No;Femenino;True;No;No;54;Si;Si;DSL;No;Si;No;Si;Si;No;Un año;No;Cheque por correo;2.37;72.1;3886.05
2454-RPBRZ;Si;Femenino;True;Si;No;12;Si;Si;Fibra óptica;No;Si;Si;No;Si;No;Mes a mes;Si;Cheque electrónico;3.23;98.1;1060.2
2455-USLMV;No;Femenino;False;No;No;31;Si;Si;Fibra óptica;Si;No;Si;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2.79;84.75;2613.4
2458-EOMRE;No;Femenino;False;No;No;11;Si;No;DSL;Si;No;Si;No;No;Si;Mes a mes;No;Transferencia bancaria (automática);2.11;64.05;733.95
2460-FPSYH;Si;Femenino;True;No;No;40;No;Sin servicio telefónico;DSL;Si;Si;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;1.83;55.8;2109.35
2460-NGXBJ;No;Masculino;True;Si;Si;11;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2.47;75.2;775.3
2462-XIIJB;Si;Masculino;False;No;No;5;Si;Si;Fibra óptica;No;No;Si;No;Si;No;Mes a mes;Si;Cheque electrónico;3.04;92.5;452.7
2465-BLLEU;No;Masculino;False;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque por correo;0.65;19.75;19.75
2466-FCCPT;No;Femenino;False;Si;Si;20;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);0.65;19.7;395.6
2466-NEJOJ;No;Masculino;False;Si;Si;8;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Tarjeta de crédito (automática);0.65;19.65;169.75
2468-SJFLM;No;Masculino;False;No;No;1;Si;No;Fibra óptica;No;No;No;Si;No;No;Mes a mes;Si;Cheque por correo;2.44;74.3;74.3
2469-DTSGX;No;Femenino;True;No;No;72;Si;Si;Fibra óptica;No;Si;Si;Si;Si;Si;Dos años;No;Cheque electrónico;3.67;111.65;7943.45
2472-OVKUP;Si;Masculino;False;Si;No;6;Si;No;Fibra óptica;No;Si;Si;No;No;Si;Mes a mes;Si;Cheque electrónico;2.99;91.0;531.0
2474-BRUCM;Si;Masculino;True;Si;No;40;Si;Si;Fibra óptica;Si;No;No;No;Si;Si;Mes a mes;No;Cheque electrónico;3.35;101.85;4086.3
2474-LCNUE;No;Femenino;False;Si;No;23;Si;Si;DSL;No;No;No;Si;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);2.42;73.65;1642.75
2475-MROZF;No;Masculino;False;No;No;30;Si;Si;Fibra óptica;Si;Si;Si;Si;No;No;Mes a mes;Si;Tarjeta de crédito (automática);3.12;95.0;2852.4
