id_cliente;abandono_cliente;genero.masculino;genero.femenino;jubilado;pareja;dependientes;meses_antiguedad;servicio_telefono;ad.multiples_lineas;servicio_internet.no;servicio_internet.fibra_optica;servicio_internet.dsl;ad.seguridad_online;ad.respaldo_online;ad.proteccion_dispositivo;ad.soporte_tecnico;tv.streaming;peliculas.streaming;contrato.dos_años;contrato.un_año;contrato.mes_a_mes;factura_digital;metodo_pago.cheque_por_correo;metodo_pago.cheque_electrónico;metodo_pago.tarjeta_de_crédito_auto;metodo_pago.transferencia_bancaria_auto;cargo.diario;cargo.mensual;cargo.total
2187-PKZAY;False;True;False;False;False;False;12;True;False;False;True;False;False;False;False;False;False;True;False;False;True;True;False;False;False;True;2.63;79.95;1043.4
2188-SXWVT;False;False;True;False;False;False;34;True;False;False;False;True;True;True;False;False;False;False;False;True;False;False;True;False;False;False;1.81;55.0;1885.15
2189-UXTKY;True;False;True;False;True;False;22;True;True;False;False;True;True;False;False;True;True;True;False;False;True;True;False;True;False;False;2.6;79.2;1742.75
2189-WWOEW;True;False;True;False;False;True;15;True;False;False;True;False;False;True;False;False;False;True;False;False;True;True;False;False;False;True;2.8200000000000003;85.9;1269.55
2190-BCXEC;False;False;True;False;True;False;40;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;2.59;78.85;3126.85
2190-PHBHR;False;False;True;False;True;False;72;True;True;False;True;False;True;True;False;False;False;True;True;False;False;True;False;False;True;False;3.11;94.45;6921.7
2192-CKRLV;False;False;True;False;True;False;72;False;False;False;False;True;True;True;True;False;False;True;True;False;False;True;False;True;False;False;1.62;49.2;3580.95
2192-OZITF;False;False;True;False;False;False;45;True;True;False;False;True;True;False;False;True;False;True;True;False;False;False;True;False;False;False;2.42;73.55;3349.1
2193-SFWQW;False;True;False;False;True;True;72;True;False;False;True;False;True;True;True;True;True;True;True;False;False;False;False;False;False;True;3.68;111.95;8033.1
2194-IIQOF;False;False;True;False;True;False;71;True;True;False;False;True;True;True;True;True;True;True;True;False;False;False;False;False;True;False;2.94;89.3;6388.65
2195-VVRJF;False;True;False;True;True;False;18;True;False;False;False;True;True;False;False;False;False;True;False;False;True;True;False;False;True;False;1.94;59.1;1011.05
2195-ZRVAX;True;False;True;False;True;False;47;True;False;False;True;False;False;False;True;False;False;True;False;False;True;True;False;True;False;False;2.8;85.3;4045.65
2197-OMWGI;False;False;True;True;True;True;68;False;False;False;False;True;False;True;True;False;True;True;True;False;False;True;False;True;False;False;1.74;53.0;3656.25
2200-DSAAL;False;False;True;False;False;False;68;True;True;False;False;True;False;True;True;False;True;True;True;False;False;True;False;True;False;False;2.65;80.65;5330.2
2202-CUYXZ;True;True;False;False;False;False;1;True;False;False;True;False;False;False;True;False;True;False;False;False;True;True;False;True;False;False;2.79;84.85;84.85
2202-OUTMO;False;False;True;False;True;False;34;True;True;False;False;True;True;False;False;True;False;False;False;False;True;True;False;False;False;True;2.0;60.85;2003.6
2203-GHNWN;False;False;True;False;True;False;24;True;True;False;True;False;False;False;True;False;False;False;False;False;True;True;True;False;False;False;2.62;79.65;1928.7
2205-LPVGL;False;True;False;True;True;True;58;True;True;False;True;False;True;True;False;True;False;False;False;True;False;True;False;False;False;True;2.95;89.85;5125.75
2205-YMZZJ;True;True;False;True;False;False;7;True;True;False;True;False;False;False;False;False;True;False;False;False;True;True;False;True;False;False;2.79;84.8;546.95
2207-NHRJK;True;True;False;False;False;False;1;True;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;True;False;False;1.67;50.8;50.8
2207-OBZNX;True;True;False;False;False;False;7;True;False;False;False;True;True;False;False;False;False;False;False;False;True;True;True;False;False;False;1.6800000000000002;51.0;354.05
2207-QPJED;False;False;True;True;True;False;37;True;False;False;True;False;False;False;True;True;True;False;False;False;True;False;False;True;False;False;2.96;90.0;3371.75
2207-RYYRL;False;True;False;False;True;True;52;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;0.81;24.55;1331.05
2208-MPXIO;False;False;True;False;True;True;45;True;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;0.66;20.0;886.4
2208-NKVVH;False;True;False;False;True;True;43;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;0.8;24.25;1077.95
2208-NQBCT;False;False;True;False;True;True;26;True;False;False;True;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;2.69;81.95;2070.05
2208-UGTGR;False;True;False;False;False;False;56;True;True;False;True;False;False;True;False;False;True;True;False;False;True;False;False;True;False;False;3.24;98.6;5581.05
2209-XADXF;False;False;True;False;False;False;1;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;0.8300000000000001;25.25;25.25
2211-RMNHO;False;False;True;False;True;True;68;True;True;False;False;True;False;True;True;True;True;True;True;False;False;False;False;False;False;True;2.8;85.3;5560.0
2212-LYASK;False;True;False;False;True;True;27;False;False;False;False;True;False;True;True;False;False;True;False;True;False;True;False;False;True;False;1.51;45.85;1246.4
2215-ZAFGX;False;True;False;False;False;False;9;True;True;False;True;False;False;False;False;False;True;False;False;False;True;True;False;True;False;False;2.81;85.5;791.7
2219-MVUSO;True;True;False;False;False;False;8;True;False;False;False;True;False;False;False;False;False;False;False;False;True;True;True;False;False;False;1.48;45.15;438.4
2220-IAHLS;False;False;True;False;False;False;1;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;0.64;19.4;19.4
2223-GDSHL;False;True;False;False;True;True;71;True;True;False;True;False;True;True;True;True;True;True;True;False;False;True;False;False;False;True;3.8200000000000003;116.05;8297.5
2223-KAGMX;True;False;True;False;False;False;15;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;0.64;19.4;289.3
2225-ZRGSG;True;False;True;False;True;True;70;True;True;False;True;False;True;True;True;True;False;False;True;False;False;False;False;False;False;True;3.09;93.9;6579.05
2226-ICFDO;False;False;True;False;True;True;72;True;True;False;False;True;True;False;True;True;True;True;True;False;False;True;False;False;True;False;2.8200000000000003;85.9;6110.75
2227-JRSJX;False;False;True;False;False;False;21;True;False;False;True;False;False;True;False;True;True;True;False;False;True;True;False;False;False;True;3.26;99.15;1956.4
2228-BZDEE;False;False;True;False;False;False;54;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;0.66;20.1;1079.45
2229-DPMBI;False;False;True;False;True;True;8;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;0.64;19.5;162.15
2229-VWQJH;False;False;True;False;False;False;24;True;False;False;False;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;1.62;49.3;1233.25
2230-XTUWL;False;False;True;False;True;True;48;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;0.64;19.55;883.35
2232-DMLXU;True;False;True;False;True;False;1;True;False;False;False;True;False;False;False;False;True;False;False;False;True;False;True;False;False;False;1.81;55.2;55.2
2233-FAGXV;False;False;True;False;True;True;5;True;True;True;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;0.8;24.3;132.25
2233-TXSIU;False;True;False;False;True;True;17;False;False;False;False;True;True;False;True;False;True;False;False;True;False;False;False;False;True;False;1.46;44.45;792.15
2234-EOFPT;False;True;False;False;True;False;72;True;False;False;False;True;True;True;False;True;True;True;True;False;False;True;False;False;False;True;2.61;79.35;5753.25
2234-XADUH;False;False;True;False;True;True;72;True;True;False;True;False;False;True;True;False;True;True;False;True;False;True;False;False;True;False;3.39;103.2;7362.9
2235-DWLJU;False;False;True;True;False;False;6;False;False;False;False;True;False;False;False;False;True;True;False;False;True;True;False;True;False;False;1.46;44.4;263.05
2235-EZAIK;False;False;True;False;True;False;72;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;False;True;False;2.6;79.2;5401.9
2235-ZGKPT;True;False;True;False;True;True;4;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;1.67;50.85;239.55
2236-HILPA;False;True;False;False;True;True;62;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;0.68;20.65;1218.45
2237-ZFSMY;True;False;True;False;False;False;39;True;False;False;True;False;True;False;True;True;True;False;False;True;False;True;False;True;False;False;3.14;95.55;3692.85
2239-CFOUJ;False;True;False;False;True;True;1;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;0.67;20.4;20.4
2239-CGBUZ;False;False;True;False;True;False;51;True;False;False;False;True;True;True;False;True;False;False;False;True;False;True;False;False;False;True;1.99;60.5;3145.15
2239-JALAW;True;True;False;False;False;False;58;True;True;False;True;False;False;True;True;False;True;True;False;True;False;True;False;False;False;True;3.39;103.25;6017.65
2240-HSJQD;False;True;False;False;False;True;38;True;True;False;True;False;False;True;False;False;False;False;False;False;True;True;True;False;False;False;2.69;81.85;3141.7
2242-MFOTG;False;True;False;False;False;False;33;True;True;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;True;2.63;80.1;2603.3
2243-FNMMI;False;True;False;False;False;False;20;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;0.64;19.4;415.4
2245-ADZFJ;False;False;True;False;True;True;31;True;True;False;False;True;False;True;False;True;True;True;True;False;False;False;False;False;False;True;2.65;80.55;2471.6
2249-YPRNG;True;False;True;False;True;True;20;True;True;False;True;False;False;True;True;False;True;True;False;False;True;True;False;False;False;True;3.48;105.85;2239.65
2250-IVBWA;False;True;False;False;True;True;64;True;False;False;True;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;2.66;81.05;5135.35
2251-PYLPB;False;True;False;False;True;False;72;True;True;False;False;True;True;True;True;True;False;True;True;False;False;False;False;False;True;False;2.62;79.55;5810.9
2252-ISRNH;False;True;False;False;True;True;9;True;True;False;True;False;False;False;True;False;True;False;False;True;False;True;False;True;False;False;2.9699999999999998;90.35;767.9
2252-JHJGE;False;True;False;False;False;False;61;True;True;False;True;False;True;False;True;False;True;True;False;True;False;False;False;True;False;False;3.42;104.0;6363.45
2252-NKNSI;False;True;False;False;False;True;52;True;True;False;False;True;True;True;False;True;True;True;True;False;False;True;True;False;False;False;2.8;85.15;4461.85
2253-KPMNB;False;False;True;False;True;True;69;False;False;False;False;True;True;True;True;True;False;False;True;False;False;False;False;False;False;True;1.52;46.25;3121.4
2254-DLXRI;False;False;True;False;False;False;1;True;True;False;True;False;False;True;False;False;False;False;False;False;True;True;True;False;False;False;2.6;79.15;79.15
2256-YLYLP;False;True;False;False;True;True;68;True;False;False;False;True;False;False;True;True;True;True;True;False;False;True;False;False;False;True;2.4;72.95;4953.25
2257-BOVXD;False;True;False;False;True;False;14;True;True;False;False;True;False;False;False;True;True;False;False;False;True;True;False;False;True;False;2.19;66.6;979.5
2259-OUUSZ;False;True;False;False;False;False;7;False;False;False;False;True;False;False;True;True;False;False;False;True;False;True;False;False;True;False;1.17;35.5;249.55
2260-USTRB;True;False;True;True;False;False;2;True;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;2.31;70.2;115.95
2262-SLNVK;False;False;True;False;False;False;1;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2.3;70.1;70.1
2263-SFSQZ;False;True;False;False;True;True;51;True;True;True;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;0.8200000000000001;24.95;1222.25
2265-CYWIV;True;False;True;True;True;False;4;True;True;False;True;False;True;False;False;False;True;True;False;False;True;True;False;True;False;False;3.27;99.6;347.65
2266-FUBDZ;False;True;False;False;True;True;15;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;0.64;19.35;278.85
2266-SJNAT;False;False;True;False;True;False;72;True;True;False;True;False;False;True;True;True;True;True;False;True;False;False;False;False;True;False;3.59;109.15;7789.6
2267-FPIMA;False;True;False;False;True;False;50;True;True;False;True;False;True;True;False;False;False;True;False;False;True;True;False;False;True;False;3.1;94.4;4914.9
2267-WTPYD;False;False;True;True;True;False;57;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;False;3.09;94.0;5438.95
2270-CHBFN;False;False;True;False;True;False;44;True;True;False;True;False;True;True;True;True;False;False;False;False;True;True;False;False;True;False;3.13;95.1;4060.55
2272-JKMSI;False;False;True;False;True;True;62;True;True;False;True;False;False;True;True;True;True;True;False;True;False;True;False;True;False;False;3.64;110.8;6840.95
2272-QAGFO;True;False;True;True;False;False;14;True;True;False;True;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;2.44;74.3;1096.25
2272-UOINI;False;False;True;False;False;False;7;True;False;False;False;True;True;True;False;True;True;True;False;False;True;True;False;True;False;False;2.58;78.5;571.05
2272-WUSPA;False;False;True;False;True;False;72;True;True;False;True;False;True;True;True;False;True;True;True;False;False;True;False;True;False;False;3.64;110.75;7751.7
2273-QCKXA;False;True;False;False;False;False;1;True;False;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;1.6099999999999999;49.05;49.05
2274-XUATA;False;True;False;True;True;False;72;False;False;False;False;True;True;True;True;True;True;True;True;False;False;True;False;False;False;True;2.07;63.1;4685.55
2275-RBYQS;False;False;True;False;False;False;1;True;False;False;False;True;False;False;False;False;False;False;False;False;True;True;True;False;False;False;1.49;45.4;45.4
2276-YDAVZ;True;False;True;False;False;False;3;True;True;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2.47;75.1;270.7
2277-AXSDC;False;False;True;False;False;False;32;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;0.65;19.75;624.15
2277-BKJKN;False;False;True;True;True;False;71;True;False;False;True;False;False;True;True;False;True;True;True;False;False;True;False;True;False;False;3.26;99.2;7213.75
2277-DJJDL;False;True;False;True;True;False;60;True;True;False;True;False;False;False;False;True;True;True;False;False;True;True;False;True;False;False;3.25;99.0;6017.9
2277-VWCNI;False;False;True;True;False;False;4;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;1.6;48.75;179.85
2279-AXJJK;False;True;False;False;True;False;52;True;True;False;True;False;False;True;False;True;False;True;False;False;True;True;False;False;True;False;3.14;95.65;5088.4
2282-YGNOR;False;False;True;False;False;False;29;True;False;False;False;True;True;False;True;True;False;False;False;True;False;False;False;False;True;False;1.9100000000000001;58.0;1734.5
2284-VFLKH;False;True;False;False;True;False;49;True;False;False;True;False;False;False;True;True;True;True;False;True;False;True;False;False;True;False;3.26;99.25;4920.8
2292-XQWSV;False;True;False;False;True;True;40;False;False;False;False;True;False;True;True;True;True;True;False;True;False;False;True;False;False;False;1.98;60.3;2448.5
2293-IJWPS;False;False;True;False;True;False;57;True;True;False;True;False;False;False;True;False;True;True;False;True;False;True;False;False;True;False;3.31;100.75;5985.0
2294-DMMUS;False;False;True;False;True;True;62;True;True;False;False;True;False;False;False;False;True;True;False;False;True;True;False;False;True;False;2.32;70.45;4300.45
2294-SALNE;False;True;False;False;True;True;23;True;False;False;True;False;False;True;True;True;False;False;False;True;False;False;True;False;False;False;2.85;86.8;1940.8
2296-DKZFP;False;False;True;False;True;False;65;True;False;False;False;True;True;True;True;False;False;True;True;False;False;False;False;False;False;True;2.33;71.0;4386.2
2300-RQGOI;False;False;True;False;False;False;38;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;0.66;20.05;741.5
2302-ANTDP;True;False;True;True;True;False;48;True;True;False;True;False;True;True;True;True;True;True;False;False;True;False;False;True;False;False;3.86;117.45;5438.9
2302-OUZXB;False;True;False;False;True;False;72;True;True;False;False;True;False;True;True;False;True;True;True;False;False;False;False;False;False;True;2.7;82.15;5784.3
2303-PJYHN;False;False;True;False;True;False;2;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;0.65;19.85;52.0
2305-MRGLV;False;True;False;False;True;False;28;True;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;2.52;76.55;2065.4
2307-FYNNL;False;True;False;True;False;False;65;True;True;False;True;False;True;False;True;True;True;True;True;False;False;True;False;True;False;False;3.59;109.05;7108.2
2308-STERM;False;False;True;False;False;False;2;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;0.64;19.4;61.05
2309-OSFEU;True;True;False;False;False;False;10;False;False;False;False;True;False;False;False;False;False;True;False;False;True;True;True;False;False;False;1.11;33.9;298.45
2311-QYMUQ;True;False;True;False;True;True;16;True;False;False;True;False;False;True;True;False;True;False;False;False;True;True;False;False;True;False;2.94;89.45;1430.25
2314-TNDJQ;False;False;True;False;True;True;72;False;False;False;False;True;True;True;True;True;False;True;True;False;False;False;False;False;True;False;1.83;55.65;3880.05
2316-ESMLS;False;False;True;False;True;True;12;False;False;False;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;1.09;33.15;444.75
2320-JRSDE;True;False;True;False;True;True;1;True;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;0.65;19.9;19.9
2320-SLKMB;False;False;True;False;False;False;26;False;False;False;False;True;False;False;True;True;True;False;False;False;True;True;False;False;True;False;1.46;44.45;1183.8
2320-TZRRH;False;False;True;False;False;False;20;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;0.64;19.5;403.15
2320-YKQBO;False;False;True;False;False;False;7;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;0.63;19.3;144.95
2321-OMBXY;True;False;True;False;True;True;38;True;False;False;False;True;True;True;False;True;True;True;False;True;False;False;False;False;True;False;2.64;80.3;3058.65
2322-VCZHZ;False;True;False;True;True;False;23;True;False;False;True;False;True;True;False;False;False;True;False;False;True;True;False;True;False;False;2.96;90.0;2024.1
2323-ARSVR;False;True;False;False;True;False;67;True;False;False;True;False;True;True;True;True;True;True;True;False;False;True;False;True;False;False;3.65;111.05;7321.05
2324-AALNO;False;False;True;False;False;False;48;True;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;0.81;24.55;1203.95
2324-EFHVG;False;True;False;False;False;False;64;True;True;False;True;False;False;True;True;False;True;True;True;False;False;True;False;False;False;True;3.43;104.4;6692.65
2325-NBPZG;False;False;True;False;False;False;3;True;False;False;True;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;2.45;74.55;233.65
2325-WINES;False;False;True;False;False;False;32;True;True;False;True;False;False;True;True;False;True;True;False;True;False;True;False;False;True;False;3.42;104.05;3416.85
2325-ZUSFD;True;False;True;False;True;True;57;True;False;False;False;True;True;False;False;False;True;True;False;True;False;True;False;False;False;True;2.3;70.1;3913.3
2330-PQGDQ;False;True;False;False;True;True;51;True;True;False;True;False;False;True;False;True;False;False;False;True;False;False;False;False;False;True;2.77;84.2;4299.75
2332-EFBJY;True;True;False;False;False;False;16;True;False;True;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;0.65;19.7;342.4
2332-TODQS;False;False;True;False;False;False;48;True;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;0.8200000000000001;25.05;1171.5
2333-KWEWW;False;True;False;False;False;False;18;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;0.66;20.05;388.6
2335-GSODA;False;True;False;False;False;True;23;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;False;False;False;1.32;40.1;857.75
2338-BQEZT;False;False;True;False;False;False;55;True;False;False;False;True;True;False;False;False;False;False;False;False;True;True;False;False;True;False;1.6600000000000001;50.55;2832.75
2342-CKIAO;False;False;True;False;False;False;2;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;0.67;20.3;41.2
2344-JMOGN;True;True;False;False;True;False;9;True;False;False;True;False;False;True;True;True;True;False;False;False;True;True;True;False;False;False;3.12;94.85;890.6
2346-CZYIL;False;True;False;False;False;False;27;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;0.67;20.35;531.6
2346-DJQTB;False;False;True;False;False;False;35;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;0.79;24.15;812.5
2346-LOCWC;False;False;True;False;True;True;58;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;0.67;20.5;1191.4
2347-WKKAE;False;True;False;False;True;False;42;True;True;False;True;False;True;False;True;False;False;True;False;False;True;True;False;True;False;False;3.1;94.4;4014.6
2348-KCJLT;False;False;True;False;True;False;44;True;False;False;False;True;True;True;True;False;False;False;False;True;False;True;True;False;False;False;2.02;61.5;2722.2
2351-BKRZW;False;False;True;False;True;True;43;True;False;False;False;True;True;False;True;False;True;True;True;False;False;False;False;False;False;True;2.47;75.2;3254.35
2351-RRBUE;False;False;True;False;True;True;7;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;0.68;20.65;134.05
2353-VPYNS;True;True;False;True;False;False;1;True;True;False;True;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;2.42;73.65;73.65
2357-COQEK;True;False;True;True;False;False;28;True;True;False;True;False;False;False;True;True;True;True;False;False;True;True;False;True;False;False;3.4;103.3;2890.65
2359-KLTEK;False;False;True;False;True;True;41;True;False;False;True;False;False;False;True;False;True;True;False;False;True;True;False;False;False;True;3.12;94.9;3848.0
2359-KMGLI;True;True;False;False;False;False;24;True;True;False;True;False;False;True;False;False;False;False;False;False;True;True;False;True;False;False;2.64;80.25;1861.5
2359-QWQUL;True;False;True;False;True;False;39;True;False;False;True;False;True;False;True;True;True;True;False;True;False;True;False;False;True;False;3.44;104.7;4134.85
2360-RDGRO;False;True;False;False;True;False;65;True;True;False;True;False;True;False;True;False;True;True;False;False;True;True;False;True;False;False;3.43;104.25;6812.95
2361-FJWNO;False;True;False;False;False;False;40;False;False;False;False;True;False;True;False;True;False;False;False;True;False;False;False;False;True;False;1.18;36.0;1382.9
2361-UPSND;False;False;True;False;True;False;46;True;False;False;False;True;True;True;False;True;False;True;False;True;False;False;True;False;False;False;2.32;70.6;3231.05
2362-IBOOY;True;True;False;False;False;False;36;True;True;False;True;False;False;False;False;False;False;True;False;False;True;True;False;True;False;False;2.79;84.75;3050.15
2363-BJLSL;False;True;False;False;False;False;62;True;False;False;False;True;False;True;True;True;True;True;False;False;True;True;False;False;False;True;2.64;80.4;4981.15
2364-UFROM;False;True;False;False;False;False;30;True;False;False;False;True;True;True;False;True;True;False;False;True;False;False;False;True;False;False;2.31;70.4;2044.75
2368-GAKKQ;False;False;True;False;False;False;70;True;True;False;True;False;True;True;True;True;True;True;True;False;False;True;False;False;False;True;3.74;113.65;7939.25
2369-FEVNO;False;True;False;False;False;False;1;True;False;True;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;0.65;19.9;19.9
2369-UAPKZ;True;True;False;False;False;False;5;True;True;False;True;False;False;True;True;False;True;True;False;False;True;False;True;False;False;False;3.42;104.1;541.9
2371-JQHZZ;False;True;False;False;True;False;24;True;True;False;True;False;False;False;False;False;True;True;False;False;True;True;False;True;False;False;3.06;93.0;2248.05
2371-JUNGC;False;True;False;False;False;False;11;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;0.67;20.25;208.0
2371-KFUOG;False;True;False;False;False;False;58;True;False;False;True;False;True;True;False;False;True;True;False;True;False;False;False;False;False;True;3.26;99.15;5720.95
2372-HWUHI;True;True;False;False;False;False;2;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;1.46;44.35;81.25
2373-NTKOD;False;True;False;False;False;False;8;True;False;False;False;True;False;False;False;False;True;True;False;False;True;True;False;True;False;False;2.18;66.25;546.45
2378-HTWFW;False;True;False;True;False;False;35;True;True;False;True;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;2.99;91.0;3180.5
2378-VTKDH;False;True;False;True;True;False;65;True;True;False;True;False;False;True;True;False;True;True;False;False;True;True;False;True;False;False;3.43;104.35;6578.55
2378-YIZKA;False;False;True;False;True;True;68;True;False;False;False;True;True;True;True;True;True;True;True;False;False;True;False;False;True;False;2.79;85.0;5607.75
2379-ENZGV;True;True;False;False;False;False;6;True;False;False;True;False;False;True;False;False;True;False;False;False;True;True;False;True;False;False;2.79;84.85;523.5
2379-GYFLQ;False;True;False;False;False;False;46;True;True;False;True;False;False;True;True;False;True;False;False;True;False;True;False;False;True;False;3.12;94.9;4422.95
2380-DAMQP;False;False;True;False;True;False;72;True;True;False;True;False;True;True;True;True;True;True;True;False;False;False;False;True;False;False;3.79;115.15;8349.7
2382-BCKQJ;True;False;True;False;False;True;62;True;True;False;True;False;False;False;True;False;True;True;False;True;False;True;False;True;False;False;3.29;100.15;6413.65
2384-OVPSA;False;False;True;True;False;False;38;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;0.66;20.2;735.9
2386-LAHRK;True;True;False;False;False;False;1;True;False;False;False;True;False;False;False;False;True;False;False;False;True;True;True;False;False;False;1.76;53.5;53.5
2386-OWURY;False;False;True;False;False;False;58;True;False;False;True;False;False;False;False;True;True;True;False;False;True;True;False;True;False;False;3.13;95.3;5817.7
2387-KDZQY;False;True;False;False;False;False;17;True;False;True;False;False;False;False;False;False;False;False;False;True;False;True;True;False;False;False;0.66;20.1;279.5
2388-LAESQ;False;False;True;True;True;False;72;True;True;False;True;False;True;True;True;True;True;True;True;False;False;True;False;False;False;True;3.7800000000000002;114.85;8317.95
2391-IPLOP;False;True;False;False;True;True;50;True;True;False;False;True;False;False;True;True;True;False;False;True;False;True;False;True;False;False;2.29;69.65;3442.15
2391-SOORI;True;True;False;False;False;True;4;True;False;False;False;True;True;False;False;False;False;False;False;False;True;False;False;True;False;False;1.62;49.35;219.65
2393-DIVAI;False;False;True;False;False;False;3;True;False;True;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;0.66;20.0;61.7
2397-BRLOM;True;True;False;True;True;True;8;True;False;False;True;False;False;False;False;False;True;False;False;False;True;True;False;False;True;False;2.64;80.45;583.45
2398-YPMUR;True;False;True;True;True;False;13;True;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;2.31;70.15;916.75
2400-FEQME;False;True;False;False;True;True;55;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;0.67;20.5;1177.95
2400-XIWIO;False;False;True;False;True;False;71;True;True;False;False;True;True;True;True;True;True;True;True;False;False;False;False;True;False;False;2.96;90.1;6310.9
2402-TAIRZ;False;False;True;False;False;False;37;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False;False;True;False;False;2.63;80.05;3019.1
2403-BCASL;True;True;False;True;True;True;41;True;True;False;True;False;False;True;True;True;True;True;False;True;False;True;False;True;False;False;3.68;111.95;4534.9
2404-JIBFC;False;False;True;False;True;True;55;True;True;False;False;True;True;False;True;True;True;True;True;False;False;True;False;False;False;True;2.8;85.1;4657.95
2405-LBMUW;False;False;True;False;True;True;61;False;False;False;False;True;True;True;False;True;False;True;False;True;False;True;False;False;False;True;1.67;50.7;3088.75
2408-PSJVE;False;True;False;False;True;True;44;True;False;False;False;True;False;True;True;True;False;False;False;False;True;True;True;False;False;False;2.04;61.9;2924.05
2408-TZMJL;True;True;False;False;True;False;59;True;True;False;True;False;True;True;True;False;True;True;False;True;False;True;False;True;False;False;3.62;110.15;6448.05
2408-WITXK;True;False;True;True;False;False;10;False;False;False;False;True;False;False;False;False;False;True;False;False;True;True;False;True;False;False;1.1400000000000001;34.7;329.8
2410-CIYFZ;False;True;False;False;False;True;2;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;0.67;20.4;42.9
2418-TPEUN;False;False;True;False;True;True;56;True;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;0.65;19.8;1119.9
2419-FSORS;False;True;False;False;True;False;72;True;True;False;True;False;False;True;True;True;True;True;True;False;False;True;False;True;False;False;3.56;108.4;7719.5
